# CoordinateSystem: GEOGCS["WGS 84",DATUM["World Geodetic System 1984 ensemble",SPHEROID["WGS 84",6378137,298.257223563,AUTHORITY["EPSG","7030"]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY["EPSG","6326"]],PRIMEM["Greenwich",0,AUTHORITY["EPSG","8901"]],UNIT["degree",0.01745329251994328,AUTHORITY["EPSG","9102"]],AUTHORITY["EPSG","4326"]]
#Label,X/Longitude,Y/Latitude,Z/Altitude,Omega,Phi,Kappa,Accuracy_X/Y/Z_(m),Accuracy_Omega/Phi/Kappa_(deg),Error_(m),X_error,Y_error,Z_error,Error_(deg),Omega_error,Phi_error,Kappa_error,X_est,Y_est,Z_est,Omega_est,Phi_est,Kappa_est,X_var,Y_var,Z_var,Omega_var,Phi_var,Kappa_var
IMG_2008.jpg,107.554542,-6.869761,783.423279,10.000000,0.708928,-0.100547,10.000000,10.000000,0.725016,-0.138122,-0.664408,0.255210,213.657770,-117.227613,49.128603,-171.737327,107.554541,-6.869767,783.678489,-107.227613,49.837531,-171.837874,,,,,,
IMG_2009.jpg,107.554542,-6.869761,783.423279,10.000000,0.676374,-0.120739,10.000000,10.000000,0.693612,-0.158317,-0.617234,0.273963,214.202742,-121.120206,54.698628,-167.990388,107.554541,-6.869767,783.697242,-111.120206,55.375002,-168.111127,,,,,,
IMG_2010.jpg,107.554542,-6.869761,783.423279,10.000000,0.633160,-0.126607,10.000000,10.000000,0.651130,-0.164184,-0.571307,0.265750,214.541945,-121.130391,58.397986,-167.168627,107.554541,-6.869766,783.689029,-111.130391,59.031146,-167.295234,,,,,,
IMG_2011.jpg,107.554542,-6.869764,783.779478,10.000000,0.286853,-0.143771,10.000000,10.000000,0.296732,-0.181349,-0.217243,-0.089263,214.643925,-122.196329,62.665569,-164.963930,107.554540,-6.869766,783.690214,-112.196329,62.952422,-165.107701,,,,,,
IMG_2012.jpg,107.554542,-6.869764,783.828733,10.000000,0.300087,-0.164040,10.000000,10.000000,0.313053,-0.201620,-0.191436,-0.143888,215.698930,-121.629488,66.939450,-165.080000,107.554540,-6.869766,783.684845,-111.629488,67.239537,-165.244040,,,,,,
IMG_2013.jpg,107.554542,-6.869764,783.828733,10.000000,0.295727,-0.190791,10.000000,10.000000,0.313328,-0.228374,-0.164884,-0.137233,213.832802,-122.231429,65.767055,-162.661119,107.554540,-6.869765,783.691500,-112.231429,66.062782,-162.851910,,,,,,
IMG_2014.jpg,107.554542,-6.869764,783.828733,10.000000,0.255360,-0.184176,10.000000,10.000000,0.277922,-0.221756,-0.100935,-0.133706,214.923350,-120.421969,68.176030,-164.446419,107.554540,-6.869765,783.695027,-110.421969,68.431390,-164.630595,,,,,,
IMG_2015.jpg,107.554542,-6.869769,783.556175,10.000000,0.494644,-0.169228,10.000000,10.000000,0.467739,-0.206807,0.401044,0.123184,213.392935,-113.409865,62.381580,-169.656376,107.554540,-6.869765,783.679359,-103.409865,62.876224,-169.825604,,,,,,
IMG_2016.jpg,107.554536,-6.869769,783.211226,10.000000,0.761819,0.450106,10.000000,10.000000,0.745309,0.461655,0.356644,0.463858,214.082994,-110.868858,56.063095,-174.346075,107.554540,-6.869766,783.675084,-100.868858,56.824914,-173.895969,,,,,,
IMG_2017.jpg,107.554536,-6.869769,782.993383,10.000000,0.901612,0.467082,10.000000,10.000000,0.889992,0.478633,0.320543,0.678417,213.939343,-109.720779,53.592760,-175.667894,107.554540,-6.869766,783.671800,-99.720779,54.494372,-175.200812,,,,,,
IMG_2018.jpg,107.554536,-6.869769,782.993383,10.000000,0.896425,0.490523,10.000000,10.000000,0.886553,0.502077,0.292150,0.669734,213.497357,-108.735585,48.885795,-177.109777,107.554541,-6.869766,783.663117,-98.735585,49.782220,-176.619254,,,,,,
IMG_2019.jpg,107.554536,-6.869781,782.359760,10.000000,2.076378,0.608911,10.000000,10.000000,2.116923,0.620478,1.537558,1.316162,213.720657,-106.683069,44.458722,179.773924,107.554542,-6.869767,783.675922,-96.683069,46.535100,-179.617165,,,,,,
IMG_2020.jpg,107.554550,-6.869772,782.983542,10.000000,1.537806,-0.442904,10.000000,10.000000,1.519134,-0.443519,1.280394,0.686767,216.964132,-103.087374,65.317156,179.388119,107.554546,-6.869760,783.670308,-93.087374,66.854962,178.945215,,,,,,
IMG_2021.jpg,107.554550,-6.869764,782.595632,10.000000,1.265854,-0.487075,10.000000,10.000000,1.271927,-0.487694,0.477166,1.073436,217.050015,-109.021427,66.397114,-175.546179,107.554546,-6.869760,783.669068,-99.021427,67.662968,-176.033254,,,,,,
IMG_2022.jpg,107.554550,-6.869767,781.954056,10.000000,1.959482,-0.478305,10.000000,10.000000,1.976440,-0.478921,0.841934,1.722816,216.498295,-110.188186,65.458405,-174.485738,107.554546,-6.869759,783.676872,-100.188186,67.417887,-174.964043,,,,,,
IMG_2023.jpg,107.554550,-6.869769,782.014856,10.000000,2.033918,-0.463992,10.000000,10.000000,2.010358,-0.464609,1.015016,1.671951,215.628264,-108.783866,63.248495,-175.103531,107.554546,-6.869760,783.686807,-98.783866,65.282413,-175.567523,,,,,,
IMG_2024.jpg,107.554550,-6.869767,782.040586,10.000000,1.807480,-0.456366,10.000000,10.000000,1.820939,-0.456989,0.613332,1.652514,215.734881,-106.919022,60.898523,-177.203926,107.554546,-6.869761,783.693100,-96.919022,62.706003,-177.660292,,,,,,
IMG_2025.jpg,107.554550,-6.869767,782.040586,10.000000,1.692975,-0.387377,10.000000,10.000000,1.701859,-0.387996,0.375060,1.614037,212.934431,-103.768686,54.029639,177.915513,107.554546,-6.869764,783.654622,-93.768686,55.722614,177.528136,,,,,,
IMG_2026.jpg,107.554542,-6.869775,782.324910,10.000000,1.696916,-0.402296,10.000000,10.000000,1.707821,-0.439904,1.066017,1.259660,211.917553,-104.658451,52.330997,-176.683686,107.554538,-6.869765,783.584570,-94.658451,54.027913,-177.085982,,,,,,
IMG_2027.jpg,107.554542,-6.869772,782.957824,10.000000,1.090309,-0.488590,10.000000,10.000000,1.092612,-0.526209,0.734317,0.614559,208.480094,-99.718912,52.245644,175.472165,107.554537,-6.869765,783.572383,-89.718912,53.335953,174.983575,,,,,,
IMG_2028.jpg,107.554536,-6.869772,782.304510,10.000000,1.309851,0.056583,10.000000,10.000000,1.303163,0.068073,0.434248,1.226797,203.951010,-95.152234,54.084453,172.095726,107.554537,-6.869768,783.531307,-85.152234,55.394304,172.152309,,,,,,
IMG_2029.jpg,107.554536,-6.869775,782.354318,10.000000,1.209180,-0.123226,10.000000,10.000000,1.209365,-0.111763,0.560155,1.065973,211.021651,-102.838004,50.267724,177.278420,107.554535,-6.869770,783.420291,-92.838004,51.476904,177.155194,,,,,,
IMG_2030.jpg,107.554542,-6.869775,782.470335,10.000000,1.325905,-0.958540,10.000000,10.000000,1.354256,-0.996236,0.418763,0.816187,211.909157,-107.680498,46.140497,-176.582716,107.554533,-6.869771,783.286521,-97.680498,47.466402,-177.541256,,,,,,
IMG_2031.jpg,107.554536,-6.869772,782.863099,10.000000,0.749702,-0.676515,10.000000,10.000000,0.744811,-0.665133,-0.180725,0.282279,211.174109,-111.385610,49.008562,-172.585953,107.554530,-6.869774,783.145378,-101.385610,49.758264,-173.262468,,,,,,
IMG_2032.jpg,107.554536,-6.869772,782.863099,10.000000,1.104229,-0.976207,10.000000,10.000000,1.103948,-0.964878,-0.475239,0.248715,214.443173,-102.834742,57.263352,179.253448,107.554527,-6.869776,783.111814,-92.834742,58.367581,178.277241,,,,,,
IMG_2033.jpg,107.554536,-6.869775,782.866913,10.000000,1.406245,-1.350339,10.000000,10.000000,1.395089,-1.339070,-0.318364,0.227617,212.566469,-106.061300,50.772695,-177.080879,107.554524,-6.869778,783.094529,-96.061300,52.178940,-178.431218,,,,,,
IMG_2034.jpg,107.554528,-6.869781,783.148065,10.000000,0.690540,-0.676915,10.000000,10.000000,0.725090,-0.702535,0.159323,-0.082559,212.872646,-109.847129,53.145314,-174.424617,107.554522,-6.869780,783.065506,-99.847129,53.835854,-175.101532,,,,,,
IMG_2035.jpg,107.554536,-6.869778,784.210769,10.000000,2.221051,-1.858597,10.000000,10.000000,2.206856,-1.847416,-0.380589,-1.145608,211.746382,-110.618397,53.437737,-172.465964,107.554519,-6.869781,783.065160,-100.618397,55.658788,-174.324561,,,,,,
IMG_2036.jpg,107.554528,-6.869786,784.778944,10.000000,2.118402,-1.244314,10.000000,10.000000,2.131802,-1.270035,0.311807,-1.683558,212.940514,-112.079504,55.150682,-172.453615,107.554517,-6.869783,783.095385,-102.079504,57.269084,-173.697929,,,,,,
IMG_2037.jpg,107.554528,-6.869786,784.778944,10.000000,2.280115,-1.550406,10.000000,10.000000,2.296360,-1.576176,0.245129,-1.651923,212.427547,-110.238783,54.768193,-173.128041,107.554514,-6.869784,783.127021,-100.238783,57.048308,-174.678447,,,,,,
IMG_2038.jpg,107.554528,-6.869786,784.504072,10.000000,2.299838,-1.850926,10.000000,10.000000,2.320127,-1.876747,0.080670,-1.361727,213.833802,-109.589206,57.029611,-174.535739,107.554511,-6.869785,783.142345,-99.589206,59.329449,-176.386665,,,,,,
IMG_2039.jpg,107.554528,-6.869789,784.974820,10.000000,2.821424,-2.129704,10.000000,10.000000,2.842723,-2.155569,0.389184,-1.811942,210.143494,-108.937908,53.976088,-171.404206,107.554508,-6.869785,783.162878,-98.937908,56.797512,-173.533910,,,,,,
IMG_2040.jpg,107.554528,-6.869789,784.974820,10.000000,2.971215,-2.343380,10.000000,10.000000,2.992968,-2.369280,0.311192,-1.802090,212.192959,-105.049239,53.653771,-176.385322,107.554507,-6.869786,783.172730,-95.049239,56.624986,-178.728702,,,,,,
IMG_2041.jpg,107.554528,-6.869786,784.542486,10.000000,3.235920,-2.933770,10.000000,10.000000,3.260103,-2.959766,-0.212004,-1.350226,211.688229,-105.546430,53.963187,-175.384811,107.554501,-6.869788,783.192259,-95.546430,57.199107,-178.318581,,,,,,
IMG_2042.jpg,107.554519,-6.869786,784.304126,10.000000,2.714639,-2.417590,10.000000,10.000000,2.673937,-2.369958,-0.430878,-1.160853,210.594100,-97.191688,60.984519,176.591447,107.554498,-6.869790,783.143273,-87.191688,63.699158,174.173857,,,,,,
IMG_2043.jpg,107.554475,-6.869744,783.054153,10.000000,1.524128,1.217347,10.000000,10.000000,1.507181,1.215829,0.493519,0.741480,213.358827,-108.796756,38.872562,-179.371622,107.554486,-6.869740,783.795633,-98.796756,40.396690,-178.154275,,,,,,
IMG_2044.jpg,107.554475,-6.869744,782.860720,10.000000,1.709451,1.332008,10.000000,10.000000,1.694861,1.330506,0.473614,0.937016,207.259561,-107.008322,27.474487,175.359337,107.554487,-6.869740,783.797736,-97.008322,29.183938,176.691345,,,,,,
IMG_2045.jpg,107.554475,-6.869744,782.163690,10.000000,2.246642,1.459510,10.000000,10.000000,2.235767,1.458027,0.466028,1.629610,202.603464,-104.984933,17.364005,172.408871,107.554488,-6.869740,783.793300,-94.984933,19.610647,173.868381,,,,,,
IMG_2046.jpg,107.554475,-6.869744,782.163690,10.000000,2.235011,1.430990,10.000000,10.000000,2.223671,1.429504,0.486290,1.632408,203.798708,-103.933303,26.509673,173.288831,107.554488,-6.869740,783.796097,-93.933303,28.744684,174.719821,,,,,,
IMG_2047.jpg,107.554475,-6.869744,782.027115,10.000000,2.311413,1.369375,10.000000,10.000000,2.299616,1.367880,0.530313,1.770849,205.719540,-103.661182,33.762880,174.456173,107.554487,-6.869739,783.797964,-93.661182,36.074293,175.825548,,,,,,
IMG_2048.jpg,107.554475,-6.869747,782.842033,10.000000,1.843802,1.255589,10.000000,10.000000,1.831634,1.254081,0.933075,0.954742,208.189539,-103.150791,40.654001,176.210245,107.554486,-6.869739,783.796775,-93.150791,42.497803,177.465834,,,,,,
IMG_2049.jpg,107.554489,-6.869742,782.905451,10.000000,2.282921,1.785724,10.000000,10.000000,2.284873,1.772230,0.725050,1.246654,198.081682,-97.273125,23.466080,170.949218,107.554505,-6.869735,784.152104,-87.273125,25.749001,172.734942,,,,,,
IMG_2050.jpg,107.554489,-6.869742,782.663034,10.000000,2.560637,1.944482,10.000000,10.000000,2.561678,1.931010,0.728545,1.517437,198.001756,-96.957709,28.574550,170.256845,107.554506,-6.869735,784.180471,-86.957709,31.135187,172.201327,,,,,,
IMG_2051.jpg,107.554497,-6.869739,782.993284,10.000000,1.675489,1.091633,10.000000,10.000000,1.694936,1.115018,0.431495,1.201397,206.043986,-103.303077,34.511210,174.904474,107.554507,-6.869735,784.194680,-93.303077,36.186699,175.996107,,,,,,
IMG_2052.jpg,107.554497,-6.869739,782.993284,10.000000,1.690546,1.113951,10.000000,10.000000,1.710149,1.137340,0.433685,1.201243,206.981425,-103.663323,35.328944,175.633401,107.554507,-6.869735,784.194527,-93.663323,37.019490,176.747352,,,,,,
IMG_2053.jpg,107.554497,-6.869739,782.993284,10.000000,1.630906,1.033802,10.000000,10.000000,1.650371,1.057181,0.467951,1.177758,204.284410,-100.818627,39.054652,173.327606,107.554507,-6.869735,784.171042,-90.818627,40.685558,174.361408,,,,,,
IMG_2054.jpg,107.554497,-6.869739,782.993284,10.000000,1.562643,0.887709,10.000000,10.000000,1.581598,0.911070,0.555985,1.167169,204.884316,-99.742007,42.122919,173.938996,107.554505,-6.869734,784.160453,-89.742007,43.685562,174.826705,,,,,,
IMG_2055.jpg,107.554497,-6.869739,782.993284,10.000000,1.514490,0.788089,10.000000,10.000000,1.532995,0.811439,0.606323,1.150657,202.511933,-97.069754,44.981687,171.945321,107.554504,-6.869734,784.143941,-87.069754,46.496177,172.733410,,,,,,
IMG_2056.jpg,107.554497,-6.869739,782.993284,10.000000,1.504403,0.757860,10.000000,10.000000,1.522760,0.781207,0.626451,1.147203,202.066019,-96.218285,48.003339,171.080089,107.554504,-6.869733,784.140486,-86.218285,49.507742,171.837949,,,,,,
IMG_2057.jpg,107.554506,-6.869736,783.841200,10.000000,0.406804,-0.113587,10.000000,10.000000,0.418354,-0.163929,0.239589,0.301238,203.028997,-96.812690,44.358546,172.859470,107.554505,-6.869734,784.142438,-86.812690,44.765350,172.745883,,,,,,
IMG_2058.jpg,107.554506,-6.869736,783.841200,10.000000,0.356068,0.031644,10.000000,10.000000,0.351281,-0.018680,0.153136,0.315593,201.725305,-96.686381,44.479627,171.366290,107.554506,-6.869735,784.156793,-86.686381,44.835695,171.397934,,,,,,
IMG_2059.jpg,107.554506,-6.869736,783.855547,10.000000,0.342682,0.150570,10.000000,10.000000,0.321546,0.100261,0.084841,0.293499,201.332411,-96.360612,43.568195,171.321874,107.554507,-6.869735,784.149046,-86.360612,43.910877,171.472444,,,,,,
IMG_2060.jpg,107.554506,-6.869736,783.857592,10.000000,0.344248,0.176709,10.000000,10.000000,0.320951,0.126402,0.025149,0.293938,201.293557,-96.451160,39.666175,172.171032,107.554507,-6.869736,784.151530,-86.451160,40.010423,172.347741,,,,,,
IMG_2061.jpg,107.554506,-6.869736,783.857592,10.000000,0.347148,0.138638,10.000000,10.000000,0.334877,0.088320,-0.142953,0.289666,201.899124,-97.685126,36.549985,172.872702,107.554507,-6.869737,784.147258,-87.685126,36.897133,173.011340,,,,,,
IMG_2062.jpg,107.554511,-6.869739,783.969567,10.000000,0.480255,-0.429200,10.000000,10.000000,0.474771,-0.418102,0.142091,0.174380,201.885230,-97.398744,33.549362,173.624800,107.554507,-6.869738,784.143947,-87.398744,34.029617,173.195600,,,,,,
IMG_2063.jpg,107.554511,-6.869739,783.969567,10.000000,0.274037,-0.199756,10.000000,10.000000,0.265656,-0.188631,-0.006973,0.186930,199.596338,-96.362141,34.438523,171.368095,107.554509,-6.869739,784.156497,-86.362141,34.712560,171.168339,,,,,,
IMG_2064.jpg,107.554511,-6.869739,784.008691,10.000000,0.190297,-0.090014,10.000000,10.000000,0.181551,-0.078874,-0.045678,0.157013,200.804222,-96.712593,33.711676,172.720968,107.554510,-6.869739,784.165704,-86.712593,33.901973,172.630954,,,,,,
IMG_2065.jpg,107.554511,-6.869739,784.008691,10.000000,0.219832,-0.060879,10.000000,10.000000,0.208174,-0.049739,-0.127093,0.157194,200.125539,-97.411003,29.246200,172.354250,107.554511,-6.869740,784.165885,-87.411003,29.466032,172.293371,,,,,,
IMG_2066.jpg,107.554511,-6.869739,784.008691,10.000000,0.377975,-0.075664,10.000000,10.000000,0.363082,-0.064532,-0.322503,0.153803,201.436704,-99.269995,26.202134,173.307998,107.554510,-6.869742,784.162494,-89.269995,26.580109,173.232334,,,,,,
IMG_2067.jpg,107.554511,-6.869739,784.008691,10.000000,0.461336,-0.039026,10.000000,10.000000,0.446988,-0.027893,-0.418978,0.153225,202.820547,-98.590607,26.013810,175.326404,107.554511,-6.869743,784.161916,-88.590607,26.475146,175.287378,,,,,,
IMG_2068.jpg,107.554511,-6.869739,784.008691,10.000000,0.577219,0.091973,10.000000,10.000000,0.565595,0.103120,-0.529030,0.171440,200.821295,-98.561323,26.246448,172.991277,107.554512,-6.869744,784.180131,-88.561323,26.823667,173.083250,,,,,,
IMG_2069.jpg,107.554519,-6.869744,784.670154,10.000000,0.879241,-0.730171,10.000000,10.000000,0.840066,-0.682165,-0.034374,-0.489060,201.303120,-97.156075,28.280992,174.022495,107.554513,-6.869744,784.181094,-87.156075,29.160233,173.292324,,,,,,
IMG_2070.jpg,107.554519,-6.869744,784.590585,10.000000,0.851048,-0.731827,10.000000,10.000000,0.817776,-0.683825,-0.161212,-0.418511,199.400549,-96.080816,25.116617,172.910992,107.554513,-6.869745,784.172074,-86.080816,25.967665,172.179165,,,,,,
IMG_2071.jpg,107.554519,-6.869744,784.590585,10.000000,0.899059,-0.741746,10.000000,10.000000,0.876770,-0.693753,-0.341018,-0.413689,202.139450,-98.895293,20.751599,175.069842,107.554513,-6.869747,784.176896,-88.895293,21.650658,174.328096,,,,,,
IMG_2072.jpg,107.554528,-6.869747,784.584572,10.000000,1.579593,-1.518873,10.000000,10.000000,1.606238,-1.544557,-0.160674,-0.410522,201.344512,-98.383815,22.300576,174.249596,107.554514,-6.869748,784.174050,-88.383815,23.880169,172.730723,,,,,,
IMG_2073.jpg,107.554528,-6.869747,784.584572,10.000000,1.461833,-1.375052,10.000000,10.000000,1.490139,-1.400719,-0.297003,-0.412660,200.247476,-96.929665,25.485726,173.361384,107.554515,-6.869750,784.171911,-86.929665,26.947559,171.986332,,,,,,
IMG_2074.jpg,107.554528,-6.869747,784.653372,10.000000,1.507942,-1.364149,10.000000,10.000000,1.537556,-1.389821,-0.458328,-0.471604,200.107478,-97.044395,23.284086,173.445206,107.554515,-6.869751,784.181768,-87.044395,24.792028,172.081057,,,,,,
IMG_2075.jpg,107.554528,-6.869750,784.547750,10.000000,1.395658,-1.328202,10.000000,10.000000,1.419620,-1.353873,-0.224116,-0.363484,201.675614,-97.292027,23.040893,175.146887,107.554516,-6.869752,784.184266,-87.292027,24.436551,173.818685,,,,,,
IMG_2076.jpg,107.554528,-6.869750,784.547750,10.000000,1.233642,-1.135449,10.000000,10.000000,1.256557,-1.161096,-0.333908,-0.345393,200.046072,-97.140749,31.198266,172.072002,107.554517,-6.869753,784.202357,-87.140749,32.431908,170.936553,,,,,,
IMG_2077.jpg,107.554528,-6.869750,784.621675,10.000000,1.206916,-1.080965,10.000000,10.000000,1.229145,-1.106605,-0.338107,-0.414617,202.144293,-96.954848,36.974438,173.479000,107.554518,-6.869753,784.207058,-86.954848,38.181354,172.398035,,,,,,
IMG_2078.jpg,107.554536,-6.869753,784.598657,10.000000,2.079613,-2.046074,10.000000,10.000000,2.068354,-2.034875,0.002864,-0.370621,209.988106,-102.837445,41.715922,178.267345,107.554518,-6.869753,784.228035,-92.837445,43.795535,176.221271,,,,,,
IMG_2079.jpg,107.554536,-6.869753,784.598657,10.000000,2.109196,-2.076291,10.000000,10.000000,2.098258,-2.065096,0.027986,-0.370518,209.318271,-100.985489,44.610524,177.836922,107.554517,-6.869753,784.228138,-90.985489,46.719720,175.760631,,,,,,
IMG_2080.jpg,107.554536,-6.869753,784.663324,10.000000,2.165248,-2.120329,10.000000,10.000000,2.154566,-2.109140,0.045216,-0.437769,209.962455,-99.617710,50.895260,177.680097,107.554517,-6.869753,784.225555,-89.617710,53.060508,175.559768,,,,,,
IMG_2081.jpg,107.554528,-6.869753,784.524452,10.000000,1.369785,-1.333563,10.000000,10.000000,1.397362,-1.359236,0.153833,-0.285366,208.050970,-99.309095,51.593509,175.388197,107.554516,-6.869752,784.239086,-89.309095,52.963294,174.054634,,,,,,
IMG_2082.jpg,107.554528,-6.869753,784.524452,10.000000,1.474194,-1.428182,10.000000,10.000000,1.502981,-1.453865,0.238176,-0.297488,208.336572,-98.899883,52.774929,175.606797,107.554515,-6.869751,784.226964,-88.899883,54.249123,174.178615,,,,,,
IMG_2083.jpg,107.554528,-6.869753,784.512925,10.000000,1.461954,-1.407652,10.000000,10.000000,1.491306,-1.433330,0.276592,-0.305050,203.667842,-92.700574,62.134143,170.371775,107.554515,-6.869750,784.207875,-82.700574,63.596097,168.964123,,,,,,
IMG_2084.jpg,107.554528,-6.869750,784.633955,10.000000,1.461530,-1.398233,10.000000,10.000000,1.485899,-1.423909,-0.030507,-0.423615,201.932801,-90.749511,64.656622,168.406958,107.554515,-6.869750,784.210340,-80.749511,66.118152,167.008725,,,,,,
IMG_2085.jpg,107.554528,-6.869750,784.633955,10.000000,1.573442,-1.502961,10.000000,10.000000,1.598069,-1.528644,0.170425,-0.433622,205.904601,-95.033686,62.743075,171.547689,107.554514,-6.869748,784.200333,-85.033686,64.316517,170.044728,,,,,,
IMG_2086.jpg,107.554528,-6.869750,784.557307,10.000000,1.654897,-1.598445,10.000000,10.000000,1.679918,-1.624140,0.236557,-0.358240,204.594896,-93.823282,60.932609,171.299388,107.554513,-6.869748,784.199067,-83.823282,62.587506,169.700943,,,,,,
IMG_2087.jpg,107.554519,-6.869753,784.534259,10.000000,0.943893,-0.682561,10.000000,10.000000,0.926271,-0.634563,0.584962,-0.336344,199.201392,-88.309904,67.266599,165.401814,107.554513,-6.869748,784.197915,-78.309904,68.210492,164.719253,,,,,,
IMG_2088.jpg,107.554528,-6.869753,784.428117,10.000000,2.015935,-1.811124,10.000000,10.000000,2.050428,-1.836839,0.882779,-0.225780,202.541614,-95.223382,47.276616,172.396446,107.554511,-6.869745,784.202336,-85.223382,49.292551,170.585322,,,,,,
IMG_2089.jpg,107.554519,-6.869742,785.076195,10.000000,1.291471,-0.879473,10.000000,10.000000,1.248228,-0.831492,-0.321506,-0.873686,201.634088,-95.696724,39.709549,172.978594,107.554511,-6.869745,784.202509,-85.696724,41.001020,172.099121,,,,,,
IMG_2090.jpg,107.554519,-6.869742,785.076195,10.000000,1.256213,-0.840249,10.000000,10.000000,1.213875,-0.792263,-0.302451,-0.868526,204.530261,-99.156580,36.881385,175.043891,107.554512,-6.869745,784.207669,-89.156580,38.137598,174.203642,,,,,,
IMG_2091.jpg,107.554519,-6.869747,784.459429,10.000000,0.924546,-0.846109,10.000000,10.000000,0.873949,-0.798123,0.253734,-0.249811,205.264888,-98.201299,44.034757,174.788785,107.554512,-6.869745,784.209618,-88.201299,44.959303,173.942676,,,,,,
IMG_2092.jpg,107.554519,-6.869747,784.381785,10.000000,0.924730,-0.865345,10.000000,10.000000,0.873226,-0.817362,0.250312,-0.178292,202.639934,-93.966814,53.256714,171.455251,107.554512,-6.869745,784.203493,-83.966814,54.181444,170.589906,,,,,,
IMG_2093.jpg,107.554519,-6.869747,784.381785,10.000000,0.987904,-0.946612,10.000000,10.000000,0.937283,-0.898643,0.184439,-0.192151,201.890979,-90.529728,63.628507,168.866068,107.554511,-6.869745,784.189634,-80.529728,64.616411,167.919456,,,,,,
IMG_2094.jpg,107.554519,-6.869747,784.375959,10.000000,1.041952,-1.006808,10.000000,10.000000,0.992186,-0.958847,0.139474,-0.213522,202.350796,-87.799394,72.208447,167.400870,107.554510,-6.869746,784.162437,-77.799394,73.250399,166.394062,,,,,,
IMG_2095.jpg,107.554497,-6.869739,784.525036,10.000000,1.170522,-0.222980,10.000000,10.000000,1.178788,-0.199753,1.007669,-0.578138,204.211997,-99.492693,22.957165,176.852233,107.554495,-6.869730,783.946897,-89.492693,24.127687,176.629253,,,,,,
IMG_2096.jpg,107.554497,-6.869739,784.525036,10.000000,1.289247,-0.288963,10.000000,10.000000,1.296847,-0.265740,1.117503,-0.601981,202.151766,-97.249084,25.104963,175.435723,107.554495,-6.869729,783.923055,-87.249084,26.394210,175.146760,,,,,,
IMG_2097.jpg,107.554497,-6.869739,784.835320,10.000000,1.429343,-0.494134,10.000000,10.000000,1.430948,-0.470945,0.942337,-0.968413,199.704600,-93.331808,39.427554,172.094651,107.554493,-6.869730,783.866907,-83.331808,40.856897,171.600517,,,,,,
IMG_2098.jpg,107.554489,-6.869739,784.830193,10.000000,1.448336,0.078136,10.000000,10.000000,1.458385,0.064434,1.079686,-0.978271,203.269952,-95.718646,44.283630,173.768738,107.554490,-6.869729,783.851922,-85.718646,45.731966,173.846874,,,,,,
IMG_2099.jpg,107.554475,-6.869733,783.868681,10.000000,0.245645,-0.143739,10.000000,10.000000,0.254828,-0.145427,-0.078806,-0.193850,195.257912,-93.115812,35.516454,167.909735,107.554474,-6.869734,783.674831,-83.115812,35.762099,167.765996,,,,,,
IMG_2100.jpg,107.554475,-6.869733,783.868681,10.000000,0.460094,-0.406978,10.000000,10.000000,0.466452,-0.408704,-0.084321,-0.208395,196.961525,-93.815774,19.379572,172.095541,107.554471,-6.869734,783.660286,-83.815774,19.839666,171.688563,,,,,,
IMG_2101.jpg,107.554467,-6.869733,783.765143,10.000000,0.427534,0.417893,10.000000,10.000000,0.390623,0.379307,-0.026029,-0.089636,200.584971,-94.758723,-0.651292,176.789962,107.554470,-6.869733,783.675507,-84.758723,-0.223758,177.207855,,,,,,
IMG_2102.jpg,107.554467,-6.869736,783.671033,10.000000,0.650550,0.477920,10.000000,10.000000,0.616004,0.439347,0.431594,0.012702,198.515030,-91.226871,-14.939413,175.677799,107.554471,-6.869732,783.683735,-81.226871,-14.288863,176.155719,,,,,,
IMG_2103.jpg,107.554467,-6.869736,783.671033,10.000000,0.550557,0.342349,10.000000,10.000000,0.519633,0.303755,0.420903,0.024332,197.443050,-91.101188,-4.967767,175.098980,107.554470,-6.869732,783.695364,-81.101188,-4.417210,175.441329,,,,,,
IMG_2104.jpg,107.554467,-6.869742,784.098947,10.000000,1.066295,0.139415,10.000000,10.000000,1.098313,0.100789,1.015817,-0.405275,194.694496,-89.314881,1.129819,172.995729,107.554468,-6.869733,783.693672,-79.314881,2.196114,173.135144,,,,,,
IMG_2105.jpg,107.554467,-6.869742,784.326546,10.000000,1.013657,-0.020717,10.000000,10.000000,1.045266,-0.059373,0.807787,-0.660709,191.951773,-88.747693,14.673304,169.570116,107.554466,-6.869735,783.665837,-78.747693,15.686961,169.549399,,,,,,
IMG_2106.jpg,107.554467,-6.869739,784.831871,10.000000,1.229961,-0.469748,10.000000,10.000000,1.249253,-0.508480,0.356062,-1.084113,204.552811,-103.522245,8.773893,176.204473,107.554462,-6.869736,783.747758,-93.522245,10.003854,175.734725,,,,,,
IMG_2107.jpg,107.554458,-6.869742,784.851223,10.000000,1.266988,0.057514,10.000000,10.000000,1.289951,0.092415,0.701539,-1.078553,203.828752,-100.220567,-8.849064,177.267291,107.554459,-6.869736,783.772670,-90.220567,-7.582076,177.324805,,,,,,
IMG_2108.jpg,107.554458,-6.869747,784.432368,10.000000,1.673145,0.055948,10.000000,10.000000,1.654383,0.090858,1.527778,-0.628190,204.433203,-100.226014,-19.266190,177.134115,107.554459,-6.869733,783.804177,-90.226014,-17.593045,177.190063,,,,,,
